"HospitalID
DoH Short Code",Hospital,"HospitalID
DoH Short Code",LATITUDE,LONGITUDE,Region,Province,Address,Contact,Type,Service Capability Level,Capacity,"COVID Capacity
(Y/N)",Notes
5937,VICENTE SOTTO MEMORIAL MEDICAL CENTER,5937,,,Region 7,Cebu,"B. Rodriguez St., Cebu City, Cebu",032-2539891-99 / 2539882 fax,Public,Level 3,600,,
5273,"CEBU VELEZ GENERAL HOSPITAL, INC.",5273,,,Region 7,Cebu,"41, F. Ramos St., Barangay Cogon Central, Cebu City",63-032-2531871 / 2536830 fax / velezgroup@gmail.com,Private,Level 3,200,,
2257,CHONG HUA HOSPITAL,2257,,,Region 7,Cebu,"Don Mariano Cui St., Cebu City",032-2558000 / 2535639 fax / info@chonghua.com.ph,Private,Level 3,660,,
32027,CHONG HUA HOSPITAL MANDAUE (Old Name: CHONG HUA HOSPITAL MANDAUE AND CANCER CENTER),32027,,,Region 7,Cebu,"Mantawi International Road, North Reclamation Area, Mandaue City",032-2338000  / info@chonghua.com.ph,Private,Level 2,338,,
4743,"DR. IGNACIO M. CORTES GENERAL HOSPITAL, INC.",4743,,,Region 7,Cebu,"S.B. Cabahug St., Mandaue City, Cebu",032-3469292 / 3466137 fax / gullashospital@yahoo.com,Private,Level 2,60,,
4358,"Siliman University Medical Center (SUMC) FOUNDATION, INC.",4358,,,Region 7,Negros Oriental,"V. Aldecoa Sr. Road, Daro, Dumaguete City",035-2250841 / 4202000 / 2250839 fax / sumcfi_99@yahoo.com,Private,Level 3,273,,
2114,Negros Oriental Provincial Hospital,2114,,,Region 7,Negros Oriental,"North Road, National Highway, Piapi, Dumaguete",035-4220959 / 2252614,Public,Level 2,250,,
2035,HOLY CHILD HOSPITAL,2035,,,Region 7,Negros Oriental,"Bishop Epifanio Surban St., Brgy. 3, Dumaguete City, Negros Oriental",035-4210991 / 4226021 fax / holychild65@yahoo.com,Private,Level 2,100,,
5389,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,5389,,,Region 7,Bohol,"Miguel Parras St., Tagbilaran City, Bohol",038-4123181 / 4114868 / 4123181 fax / gcgmh_dohol@yahoo.com.ph,Public,Level 3,200,,
17445,"HOLY NAME UNIVERSITY MEDICAL CENTER, INC",17445,,,Region 7,Bohol,"#476 NHU Campus, J.A. Clarin St., Dampas District, Tagbilaran City, Bohol",038-4113515-19/ 5019646 / 2353053 / 4114595 fax / info@ramiromedical.org,Private,Level 2,70,,
31986,"MENDERO MEDICAL CENTER, INC.",31986,,,Region 7,Cebu,"Pitogo, Consolacion, Cebu",032-2360091 / 2397153 fax / mendromed@gmail.com,Private,Level 2,155,,
5695,SOUTHWESTERN UNIVERSITY MEDICAL CENTER,5695,,,Region 7,Cebu,"#53 Villa Aznar, J Urgello St., Cebu City",416-8411-15 / 4169179 / madevera.shh@swu.edu.ph / almegar.shh@swu.edu.ph,Private,Level 3,150,,
5987,RAMIRO COMMUNITY HOSPITAL,5987,,,Region 7,Bohol,"#139, C. Gallares St, Poblacion II, Tagbilaran City,",info@ramiromedical.org,Private,Level 2,118,,
379,TAGBILARAN COMMUNITY HOSPITAL CORPORATION,379,,,Region 7,Bohol,"#0116, M. Parras St., Poblacion IV, Tagbilaran City, Bohol",038-411324 / 038-4124815 fax,Private,Level 2,58,,
1689,"ADVENTIST HOSPITAL-CEBU, INC.",1689,,,Region 7,Cebu,"#400 Tres de Abril St., San Nicolas, Cebu City",032-2360000 / 2612111 fax / adventisthospitalcebu@gmail.com,Private,Level 2,300,,
2778,"MACTAN DOCTORS' HOSPITAL, INC.",2778,,,Region 7,Cebu,"Basak, Lapu-Lapu City",032-2360000 / 2397011 fax / mactan_doctors@yahoo.com,Private,Level 2,160,,
11589,"MOTHER OF MERCY HOSPITAL-TACLOBAN, INC.",11589,,,Region 8,Tacloban City,"
B. Aquino Ave., Tacloban City",053-3258609,Private,Level 2,80,,
26499,"
ORMOC DOCTORS’ HOSPITAL, INC.",26499,,,Region 8,Leyte,"C. Aviles cor. San Pablo St., Ormoc City",053-2557522 / 5612492 / ormocdoc@gmail.com,Private,Level 2,70,,
6821,"OUR LADY OF PORZIUNCOLA HOSPITAL, INC.",6821,,,Region 8,Samar,"CKC Compound, Magsaysay Blvd. & Rueda St., Calbayog City",055-2093721 / 2093723 fax / olphicalb@yahoo.com,Private,Level 2,80,,
541,EASTERN SAMAR PROVINCIAL HOSPITAL,541,,,Region 8,Eastern Samar,"Real St., Songco, Borongan,",055-5609444 / 5609867 / 09177051572,Public,Level 2,100,,
6053,"
THE OSPA-FARMERS’ MEDICAL CENTER",6053,,,Region 8,Leyte,"Can-adieng, Ormoc City, Leyte",053-2557522 / 5611702 / 5616967,Private,Level 2,100,,
5139,EASTERN VISAYAS REGIONAL MEDICAL CENTER,5139,,,Region 8,Tacloban City,"Brgy. 93, Bagacay",053-8320308,Public - DOH Retained,Level 3,450,,
722,"DONA REMEDIOS TRINIDAD-ROMUALDEZ MEDICAL FOUNDATION, INC. (form erly: REMEDIOS TRINIDAD ROMUALDEZ HOSPITAL)",722,,,Region 8,Tacloban City,"Calanipawan Road, Tacloban City",0917-3217352 / 327-4598 /  0917-3064035 / mcagnan@yahoo.com / rtrhnursingservice@gmail.com,Private,Level 2,100,,
753,SALVACION OPPUS YNIGUEZ MEMORIAL PROVINCIAL HOSPITAL,753,,,Region 8,Southern Leyte,"Dongon, Maasin City",0918-9174214 / 0910-9600635,Public,Level 2,100,,
23733,TACLOBAN DOCTOR'S MEDICAL CENTER,23733,,,Region 8,Tacloban City,"Rizal Ave. Extension, Tacloban City",053-3211708 / taclobandoctors@gmail.com,Private,Level 2,32,,
3542,DIVINE WORD HOSPITAL,3542,,,Region 8,Tacloban City,"Brgy. 44-A, Avenida Veteranos, Tacloban City",053-3212308 / 32557211 / 3214228 / divinewordhospitaltacloban@gmail.com,Private,Level 3,179,,
4975,"ZAMBOANGA PENINSULA MEDICAL CENTER, INC.",4975,,,Region 9,Zamboanga del Sur,"Maria Clara Lobregat Highway, Putik, Zamboanga City",062-9554579 / 9554579 fax zpmc199@gmail.com,Private,Level 2,100,,
7036,"ZAMBOANGA DOCTOR'S HOSPITAL, INC.",7036,,,Region 9,Zamboanga del Sur,"Veterans Ave., Zamboanga City",062-9911929 / 9921776 / zdh1964@yahoo.com,Private,Level 2,148,,
449,CIUDAD MEDICAL ZAMBOANGA,449,,,Region 9,Zamboanga del Sur,"Nunez Extension, Zamboanga City",062-9927330 / 9927337 fax / ciudadmedical_zam@yahoo.com,Private,Level 2,160,,
2502,ZAMBOANGA DEL SUR MEDICAL CENTER,2502,,,Region 9,Zamboanga del Sur,"Brgy. Dao, Pagadian City",062-2142467 / 2144698 fax / 0917 8760877,Public,Level 2,100,,
4798,PAGADIAN CITY MEDICAL CENTER,4798,,,Region 9,Zamboanga del Sur,"Cabrera St., San Francisco District, Pagadian City",062-2143237 / 21526647 fax,Private,Level 2,100,,
3815,Zamboanga City Medical Center,3815,,,Region 9,Zamboanga del Sur,"Dr. Evangelista St., Sta Catalina. Zamboanga City",dch9_zcmc@yahoo.com / doh9/zcmc.150@gmail.com,Public,Level 3,400,,
3141,"
WEST METRO MEDICAL CENTER",3141,,,Region 9,Zamboanga del Sur,"Veterans Ave., Extension, Tetuan,  Zamboanga City
",9912506 / 9912507 / 9931094 / westmetro_hospital@gmail.com / westmetro_hospital@hotmail.com,Private,Level 2,110,,
3808,"BRENT HOSPITAL AND COLLEGES, INC.",3808,,,Region 9,Zamboanga del Sur,"Justice RT Lim Blvd., Zamboanga City",062-9925996 / 9915358 fax / fgsatcr@yahoo.com / medical.director16@yahoo.com,Private,Level 2,100,,
807,ZAMBOANGA DEL NORTE MEDICAL CENTER,807,,,Region 9,Zamboanga del Norte,"Brgy. Sicayab, Dipolog City",065-2124120 / zanortemed@gmail.com,Public,Level 2,146,,
630,MADONNA AND CHILD HOSPITAL,630,,,Region 10,Misamis Oriental,"J.V. Serina St., Carmen, Cagayan de Oro City",8583962  / 3236090 / 858884105 / 822-724925 / madonna.and.child.hospital@hotmail.com,Private,Level 2,100,,
5762,"CAGAYAN DE ORO MEDICAL CENTER, INC.",5762,,,Region 10,Misamis Oriental,"Tiano-Nacalaban St., Cagayan de Oro City",711874-76 / 8564039 / 8566987 fax / cdomedicalcenter@gmail.com,Private,Level 2,112,,
6003,"CAPITOL UNIVERSITY MEDICAL CENTER FOUNDATION OF CAGAYAN, INC.",6003,,,Region 10,Misamis Oriental,"Kauswagan Highway, Gusa, Cagayan de Oro City",088-8525536 / 0822-754326 / 723215 / cumc.ga2015@gmail.com,Private,Level 2,181,,
23764,"C.D.O. POLYMEDIC MEDICAL PLAZA, INC.",23764,,,Region 10,Misamis Oriental,"Kauswagan Highway, Cagayan de Oro City
",88-8585242 / 8585884 fax / cdo_polymedic@yahoo.com,Private,Level 2,150,,
7525,"TAGOLOAN POLYMEDIC GENERAL HOSPITAL, INC.",7525,,,Region 10,Misamis Oriental,"Brgy. Sta. Cruz, Tagoloan, Misamis Oriental",88-8903070 / 8903072 fax,Private,Level 2,50,,
6049,NORTHERN MINDANAO MEDICAL CENTER,6049,,,Region 10,Misamis Oriental,"
Capitol Compound, Cagayan de Oro City",088-8564147 / 8565490 fax / nmmc_cdo@yahoo.com,Public,Level 3,300,,
7512,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC.",7512,,,Region 10,Misamis Oriental,"Don Apolinar Velez St., Cagayan de Oro City",88-8563384 / 8564185 fax,Private,Level 2,105,,
7016,"MARIA REYNA-XAVIER UNIVERSITY HOSPITAL, INC.",7016,,,Region 10,Misamis Oriental,"Hayes St., Cagayan de Oro City",08822-727530 / mariareyna,Private,Level 3,130,,
6039,"MAYOR HILARION A. RAMIRO, SR. REGIONAL TRAINING AND TEACHING HOSPITAL",6039,,,Region 10,Misamis Occidental,"Maningcol, Ozamiz City",088-5210440 / 5210022 fax / mharsrtth@yahoo.com,Public,Level 2,150,,
660,MEDINA GENERAL HOSPITAL,660,,,Region 10,Misamis Occidental,"Governor Angel N. Medina Sr. Avenue, New Annex, Ozamiz City",088-5211183 / 5211192 / 5211816,Private,Level 2,200,,
3625,MISAMIS UNIVERSITY MEDICAL CENTER,3625,,,Region 10,Misamis Occidental,"Bagakay, Ozamiz City",088-5212411 / 5212413 fax / mcmc@mu.edu.ph,Private,Level 2,100,,
676,MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL,676,,,Region 10,Misamis Occidental,"Independence St., Lower Langcangan, Oroquieta City",088-5311529 / 5312242-45 / moph_misamisoccidental@ymail.com,Public,Level 2,159,,
5127,"ADVENTIST MEDICAL CENTER-VALENCIA CITY, INC.
",5127,,,Region 10,Bukidnon,"A. Aguilar St., Valencia City",,Private,,,,
4340,DON CARLOS DOCTORS HOSPITAL,4340,,,Region 10,Bukidnon,"E. Aguinaldo St., Poblacion, Don Carlos,",088-2262649 / dcdoctorshospital@yahoo.com / david_pahilan99@yahoo.com,Private,Level 2,120,,
616,"LA VINA GENERAL HOSPITAL, INC.",616,,,Region 10,Bukidnon,"L. Alkuino St., Poblacion, Valencia City",,Private,,,,
32016,"VALENCIA POLYMEDIC GENERAL HOSPITAL,
INC.",32016,,,Region 10,Bukidnon,"Sayre Highway, Poblacion, Valencia City",,Private,,,,
642,"MALAYBALAY POLYMEDIC GENERAL
HOSPITAL, INC.",642,,,Region 10,Bukidnon,"Fortich St., Brgy. 9, Malaybalay City,",,Private,,,,
3762,BUKIDNON PROVINCIAL MEDICAL CENTER- MARAMAG,3762,,,Region 10,Bukidnon,"North Pob., Maramag, Bukidnon",0917-7190856 / 0977-8249713 / bph_maramg@yahoo.com,Public,Level 2,130,,
435,BUKIDNON PROVINCIAL MEDICAL CENTER- MALAYBALAY CITY,435,,,Region 10,Bukidnon,"Casisang, Malaybalay City",bpmc.malaybalay@yahoo.com,Public,Level 2,150,,
5671,PHILLIPS MEMORIAL HOSPITAL,5671,,,Region 10,Bukidnon,"Camp Phillips, Manolo Fortich, Bukidnon",088-8555976 local 3638 and local 3637 / pmg_pmb413@yahoo.com,Private,Level 2,75,,
767,ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL,767,,,Region 10,Bukidnon,"Sarye Highway, Purok 8, North Poblacion, Maramag, Bukidnon",0917-7014416 / 88-2590620 / sjsbh5170@yahoo.com,Private,Level 2,56,,
3762,BUKIDNON PROVINCIAL HOSPITAL- MARAMAG,3762,,,Region 10,Bukidnon,"Manuel Roxad St., Maramag",,Public,,,,
7511,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC.",7511,,,Region 10,Lanao del Norte,"Andres Bonifacio Avenue, San Miguel, lligan City",,Private,,,,
539,E AND R HOSPITAL AND PHARMACY,539,,,Region 10,Lanao del Norte,"Benito Labao St., Extension, lligan City",063-2213225 / 2211207 / 2232247 / 2212246,Private,Level 2,70,,
560,GREGORIO T. LLUCH MEMORIAL HOSPITAL,560,,,Region 10,Lanao del Norte,"Quezon Ave. Ext., Palao, lligan City",063-2212536,Public,Level 2,119,,
522,"DR. UY HOSPITAL, INC.",522,,,Region 10,Lanao del Norte,"Roxas Ave., lligan City",063-22113474 / 5155 / 2212096 fax / druyhospitalinc@yahoo.com,Private,Level 2,70,,
3716,"MERCY COMMUNITY HOSPITAL, INC.",3716,,,Region 10,Lanao del Norte,"Sister of Mercy Road, Camague, lligan City",063-2214661 local 5101 / 2218376 fax / sosterrosepalacio@gmail.com,Private,Level 2,95,,
574,"ILIGAN MEDICAL CENTER COLLEGE, INC.",574,,,Region 10,Lanao del Norte,"San Miguel Village, Pala-o, lligan City",063-22146661 local 5101 / 2253181 fax / imchospital@yahoo.com,Private,Level 2,80,,
2165,AMAI PAKPAK MEDICAL CENTER,2165,,,Region 10,Lanao del Sur,"Brgy. Datu Saber, 9700 Marawi City",0917-6322086 / 063-8760001 / 0918-9321520 / apmc_marawi@yahoo.com,Public,Level 2,438,,
2595,"PANABO POLYMEDIC HOSPITAL, INC.",2595,,,Region 11,Davao del Norte,"Quirino St., Panabo City",,Private,,,,
2804,"MEDICAL MISSION GROUP HOSPITAL AND
HEALTH SERVICES COOPERATIVE OF TAGUM",2804,,,Region 11,Davao del Norte,"Purok Rambutan, Visayan Village, Tagum City",084-6559304 / mmgtagum@yahoo.com,Private,Level 2,150,,
4638,TAGUM DOCTORS' HOSPITAL,4638,,,Region 11,Davao del Norte,"Highway 54, Rabe Subd., Visayan Village, Tagum City",084-6559297 / 65556747 fax,Private,Level 2,100,,
268,DAVAO REGIONAL MEDICAL CENTER,268,,,Region 11,Davao del Norte,"Apokon, Tagum City",084-2169157 / drh_perssonnel@yahoo.com / drmc_cao@yahoo.com,Private,Level 3,600,,
4794,"RIVERA MEDICAL CENTER, INC.",4794,,,Region 11,Davao del Norte,"San Francisco, Panabo City",,Private,,,,
398,BISHOP JOSEPH REGAN MEMORIAL HOSPITAL,398,,,Region 11,Davao del Norte,"Christ the King Road, Tagum City",,Private,,,,
5288,"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",5288,,,Region 11,Davao del Sur,"Brokenshire Heights, Madapo Hills, Davao City",082-3053170-73 / 2251162 fax / info@brokenshire.org,Private,Level 3,200,,
4926,GIG OCA ROBLES SEAMEN’S HOSPITAL DAVAO,4926,,,Region 11,Davao del Sur,"R. Castillo St., Brgy. Centro, Agdao, Davao City
",082-2343735 / 2856215 fax / shd_davao@yahoo.com,Private,Level 2,50,,
4534,DAVAO DOCTORS HOSPITAL,4534,,,Region 11,Davao del Sur,"#118 E. Quirino Ave., Davao City",082-2212101 / 2264770 fax / info@ddg.com.ph,Private,Level 3,250,,
5333,MEDICAL CENTER OF DIGOS COOPERATIVE HOSPITAL,5333,,,Region 11,Davao del Sur,"National Highway, Tres de Mayo, Digos City",082-558533 / mcdchospital@gmail.com,Private,Level 2,101,,
2479,"DIGOS DOCTORS’ HOSPITAL, INC.",2479,,,Region 11,Davao del Sur,"McArthur Highway, Kiagot, Digos City",082-5533584 / 5533517 local 119 / digosdoctorshospital@yahoo.com,Private,Level 2,111,,
5811,"RICARDO LIMSO MEDICAL CENTER, INC.",5811,,,Region 11,Davao del Sur,"V. Illustre St., Davao City",082-2263688 / 2271629 fax / rlmc.incorporated@gmail.com,Private,Level 2,85,,
4415,"GONZALES MARANAN MEDICAL CENTER,  INC.",4415,,,Region 11,Davao del Sur,"Quezon Ave., Digos City, Davao del Sur",082-5532474 / gmmc_inc@yahoo.com,Private,Level 2,101,,
1989,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC.",1989,,,Region 11,Davao del Sur,"C. Guzman St., Davao City",082-2270250 / 2226100 / 2264714 / sphadmin@sphdavao.com,Private,Level 3,295,,
2993,"ANDA RIVERVIEW MEDICAL CENTER, INC.",2993,,,Region 11,Davao del Sur,"Brgy. 2-A, Magallanes St., Davao City",082-2210808 / armci.hospital@gmail.com,Private,Level 2,56,,
27955,"METRO DAVAO MEDICAL AND RESEARCH CENTER, INC.",27955,,,Region 11,Davao del Sur,"Km. 4 J.P. Laurel Ave., Bajada, 19-B Poblacion District, Davao City,",082-2877777 / 2877773,Private,,,,
36844,"ST. BENEDICT HOSPITAL OF DAVAO DEL SUR, INC.",36844,,,Region 11,Davao del Sur,"National Highway, Sinaragan, Matanao
",,Private,,,,
5984,"DAVAO MEDICAL SCHOOL FOUNDATION HOSPITAL, INC.",5984,,,Region 11,Davao del Sur,"Gahol Ave., Bajada, Brgy. 19-B, Poblacion District, Bajada, Davao City
",082-2279330 to 32 / 3053673 fax / dmsfhospital@gmail.com,Private,Level 2,154,,
4076,"ADVENTIST HOSPITAL-DAVAO, INC.",4076,,,Region 11,Davao del Sur,"Km. 7 McArthur Highway, Bangkal, Davao City",082-2972597 / 2981692 fax,Private,Level 2,75,,
3751,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE OF DAVAO,3751,,,Region 11,Davao del Sur,"3rd Ave., Leon Garcia Street, Davao City",082-3057914-16 / 2278610 / mmghospital.davao@yahoo.com,Private,Level 2,80,,
3049,"ALTERADO GENERAL HOSPITAL, INC.",3049,,,Region 11,Davao del Sur,"R. Castilllo St., Brgy. Centro, Agdao, Davao City",082-2343735 / 2856215 fax / shd_davao@yahoo.com,Private,Level 2,160,,
2112,DAVAO DEL SUR PROVINCIAL HOSPITAL,2112,,,Region 11,Davao del Sur,"Lapu-Lapu St., Digos City",082-2720997,Public,Level 2,100,,
275,SOUTHERN PHILIPPINES MEDICAL CENTER,275,,,Region 11,Davao del Sur,"J. P. Laurel Ave., Bajda, Davao City",082-2272731 / 2217029 fax ,Public - DOH Retained,Level 3,1200,,
7488,DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,7488,,,Region 11,Davao Oriental,"Matiao Highway, Dahican, Mati",087-3883348 / 81111354 / 8111354 fax / phodophdvor@yahoo.com,Public,Level 2,100,,
604,"KIDAPAWAN MEDICAL SPECIALIST CENTER, INC.",604,,,Region 12,Cotabato,"Sudapin, Kidapawan City",064-5771749 / 5774553 / 5771762 fax / kmsci--871@hotmail.com,Private,,,,
603,"KIDAPAWAN DOCTORS HOSPITAL, INC.",603,,,Region 12,Cotabato,"Quezon Blvd., Poblacion, Kidapawan City",064-5774478 / 5774480 / 55774477 fax / kidapawandoctors@yahoo.com / ivymae.aquino.execsec@kidapawandoctorshospital.com,Private,Level 2,180,,
7977,ANICETO T. PESANTE SR. MEMORIAL HOSPITAL CO.,7977,,,Region 12,North Cotabato,"cor. Tiza and Pioneer St., Poblacion I, Midsayap",064-2299177 / 5214170 fax / 9985452194,Private,Level 2,98,,
7977,ANECITO T. PESANTE SR. MEMORIAL HOSPITAL CO.,7977,,,Region 12,North Cotabato,"Poblacion I, Midsayap",,Private,,,,
32093,"MLANG SPECIALISTS MEDICAL CENTER (MSMC), INC.",32093,,,Region 12,North Cotabato,"Purok 2, Barangay Sangat, M’lang, North Cotabato",064-5720726 / ruel_sarillo@yahoo.com,Private,Level 2,70,,
33978,"MINDANAO DOCTORS HOSPITAL AND CANCER CENTER, INC.",33978,,,Region 12,North Cotabato,"National Highway, Brgy. Osias, Kabacan",093-28500203 / 09209505679 / mdhcc@gmail.com,Private,Level 2,50,,
6592,SOUTH COTABATO PROVINCIAL HOSPITAL,6592,,,Region 12,South Cotabato,"Aguinaldo St., Koronadal City",083-2288787 / 2283506,Public,Level 3,200,,
793,DR. ARTURO P. PINGOY MEDICAL CENTER,793,,,Region 12,South Cotabato,"General Santos Drive, Zone IV, Koronadal City",083-2282202 / 2282260 fax / dappmcrecords@gmail.com,Private,Level 2,100,,
5359,HOWARD HUBBARD MEMORIAL HOSPITAL,5359,,,Region 12,South Cotabato,"Cannery Site, Polomolok",6383-5002183 / 5002827 fax / hhmhospital@yahoo.com,Private,Level 2,95,,
1902,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC.
",1902,,,Region 12,South Cotabato,"Purok Villegas, General Santos Drive, Koronadal City",083-5201948 / 2285037 fax / avmsci@yahoo.com,Private,Level 2,100,,
761,"ST. ELIZABETH HOSPITAL, INC.",761,,,Region 12,South Cotabato,"National Highway, General Santos City",083-5523162 / 5526213 / 5526213 fax / sehi.aao@gmail.com,Private,Level 3,248,,
4971,"GENERAL SANTOS DOCTORS’ HOSPITAL, INC.",4971,,,Region 12,South Cotabato,"Santiago Blvd., National Highway, General Santos City",083-2502888 / 5533890 fax,Private,Level 2,280,,
34335,GENSAN MEDICAL CENTER,34335,,,Region 12,South Cotabato,"Purok Veterans, National Highway, Brgy. Calumpang, General Santos City",083-5527064,Private,Level 2,112,,
672,MINDANAO MEDICAL CENTER,672,,,Region 12,South Cotabato,"Cannery Rd., City Heights, General Santos City",083-5533985 / 5521172,Private,Level 2,100,,
5168,"SOCSARGEN COUNTY HOSPITAL
",5168,,,Region 12,South Cotabato,"Bula Lagao Rd., cor. Arradaza St., General Santos City",083-5533985 / 5534223 fax,Private,Level 2,240,,
684,"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",684,,,Region 12,Maguindanao,"Sinsuat Ave., Rosary Heights IX, Cotabato City",064-4212954 / 4211643 / ndhospital@yahoo.com,Private,Level 2,100,,
459,COTABATO REGIONAL AND MEDICAL CENTER,459,,,Region 12,Maguindanao,"Sinsuat Ave., Cotabato City",064-4212192,Public - DOH Retained,Level 3,375,,
632,MAGUINDANAO PROVINCIAL HOSPITAL,632,,,Region 12,Maguindanao,Datu Hoffer,0918-4469851 / 0905-2634225,Public,Level 2,150,,
5504,"DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL AND COLLEGE FOUNDATION, INC.",5504,,,Region 12,Sultan Kudarat,"Purok Liwayway, Ala Esperanza",064-5430026 / ala_tmch@yahoo.com,Private,Level 2,100,,
4271,ST. LOUIS HOSPITAL,4271,,,Region 12,Sultan Kudarat,"Purok Yellowbell, New Isabela, Tacurong City",064-4770417 / 4770499 fax / stlouishospitaltacurong@gmail.com,Private,Level 2,124,,
5687,SEAMEN’S HOSPITAL,5687,14.58745,120.97763,NCR,Metro Manila,"Cabildo St. cor. San Jose St., Intramuros, Manila City",02-85278116 / 02-5278116-20 / 5273554 / shosp_mnl@amosup.org,Private,Level 3,100,,Associated Marine Officers And Seamen's Union Of The Philippines
32083,"TRICITY MEDICAL CENTER, INC.",32083,14.57586,121.0853,NCR,Metro Manila,"#269 C. Raymundo Ave., Maybunga, Pasig City",6629277 / 09175152453 / 2759752 / tricitymedicalcntr@yahoo.com.ph,Private,Level 2,100,,
,"Allied Care Experts (ACE) Medical Center - Pateros, Inc.",,14.5440746,121.0652107,NCR,Metro Manila,"#884 P. Herrera St., Aguho, Pateros City",02-8758677 / 7069398 / acemcpateros@gmail.com,Private,Level 2,58,,
6013,FATIMA UNIVERSITY MEDICAL CENTER CORPORATION,6013,14.67804,120.98048,NCR,Metro Manila,"#120 McArthur Highway, Valenzuela City",2916538 / 2932705 fax,Private,Level 3,150,,
37013,FATIMA UNIVERSITY MEDICAL CENTER ANTIPOLO CORP.,37013,14.619226,121.1512881,NCR,Metro Manila,"KM 23 McArthur Highway, Antipolo",02-7278845,Private,,,,
758,"ST. CLARE’S MEDICAL CENTER, INC.",758,14.56288,121.00123,NCR,Metro Manila,"#1838 Dian St., Palanan, Makati City",8316511-14 / 8315445 fax / scmc1972@yahoo.com,Private,Level 2,75,,
2232,Research Institute for Tropical Medicine,2232,14.41001,121.03714,NCR,Metro Manila,"Filinvest Corporate City, Alabang, Muntinlupa",8072628-31 / 8072632 / 8422245 fax /www.ritm.gov.ph,Public - DOH Retained,Level 3,50,YES,Main DOH hospital for proper clinical management on COVID-19
403,Alabang Medical Center,403,14.4277681,121.024484,NCR,Metro Manila,"Alabang-Zapote Road, Las Pinas City",8078189 / 7115051 loc 105 fax / alabang_medical_center@yaho.com,Private,Level 2,50,,
410,Asian Hospital and Medical Center,410,14.4134885,121.0436189,NCR,Metro Manila,"#2205 Civic Drive, Filinvest Corporate City, Alabang, Muntinlupa City",02-7719000 / 8765767 fax / www.asianhospital.com / info@asianhospital.com,Private,Level 2,296,,
798,"UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.",798,14.44832,120.98563,NCR,Metro Manila,"Alabang-Zapote Road, Las Pinas City",8748515 / 8737210 fax,Private,Level 3,215,,
5521,BERNARDINO GENERAL HOSPITAL 1,5521,14.70058,121.03501,NCR,Metro Manila,"#680 Quirino Highway, San Bartolome, Novaliches, Quezon City",02-89366050 / 9379183 / 9355264 / shiella_b@yahoo.com,Private,Level 2,80,,
13518,"
ST. ANTHONY MEDICAL CENTER OF MARIKINA, INC.",13518,14.62465,121.10285,NCR,Metro Manila,"#32 Sta. Ana Ext. cor. Betelnut St., San Roque, Marikina City",02-86822000 / 6823240 / 6822000 / 6823844 fax / samcm@saintanthony.com.ph,Private,Level 2,34,,
33842,"Medical Center of Taguig City, Inc. ",33842,14.5310098,121.0653153,NCR,Metro Manila,"Lot 1B Levl. B. Mariano Ave., Taguig",8886284 / mctaguig@gmail.com,Private,Level 2,50,,
7987,St. Luke's Medical Center - Global City,7987,14.5549967,121.0479426,NCR,Metro Manila,"Blk 16 Lot 18, Crescent Park, Rizal Drive cor. 32nd St., Bonifacio Global City",02-7897700 / 7897700 / slmc.info@stluke.com.ph,Private,Level 2,528,,
3522,St. Luke's Medical Center - Quezon City,3522,14.6229581,121.0231966,NCR,Metro Manila,"#279 E. Rodriguez Sr. Blvd., Quezon City",02-7230101 / 7270419 / mdrepollo.bgc@stluke.com.ph,Private,Level 3,633,,
3191,De Los Santos Medical Center,3191,14.6201032,121.0175854,NCR,Metro Manila,"#201 E. Rodriguez Sr. Blvd., Quezon City",7230041,Private,Level 3,150,,
32015,"Providence Hospital, Inc.",32015,14.6411973,121.0316965,NCR,Metro Manila,"#1515 Quezon Ave., West Triangle, Quezon City",5586999 loc756 / 757 / 733 / 732 fax / admin@procidencehospital.com.ph / aplusdoc@providencehospital.com.ph ,Private,Level 2,75,,
496,Dr. Jesus C. Delgado Memorial Hospital,496,14.6278009,121.0347193,NCR,Metro Manila,"#7 Kamuning Road, Quezon City",9244051-61 / 9285945 fax / jdmh@pldtdsl.net,Private,Level 3,65,,
37012,Allied Care Experts (ACE) Medical Center - Quezon City,37012,14.6603769,121.0169899,NCR,Metro Manila,"#20 Seminary Road, Bahay Toro, Project 8",02-3520725 / 09778163829 / acemcquezoncity@gmai.com,Private,Level 2,100,,
24433,ST. CAMILLUS MEDICAL CENTER,24433,14.6121223,121.0917297,NCR,Metro Manila,"#116 E. Amang Rodriguez Avenue, Santolan, Pasig City",02-86453742 / 6453741 / 6820366 fax / hdoscmc@yaahoo.com / surglabs@yahoo.com,Private,Level 2,40,,
